Entity,Code,Year,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%)
Mauritania,MRT,2008,3.01
Mauritania,MRT,2009,3.11
Mauritania,MRT,2010,2.64
Mauritania,MRT,2011,2.47
Mauritania,MRT,2012,2.65
Mauritania,MRT,2013,2.87
Mauritania,MRT,2014,3.47
Mauritius,MUS,2000,2.86
Mauritius,MUS,2001,2.92
Mauritius,MUS,2002,3.19
Mauritius,MUS,2003,3.18
Mauritius,MUS,2004,3.32
Mauritius,MUS,2005,3.52
Mauritius,MUS,2006,3.61
Mauritius,MUS,2007,3.52
Mauritius,MUS,2008,3.94
Mauritius,MUS,2009,4.17
Mauritius,MUS,2010,4.52
Mauritius,MUS,2011,4.25
Mauritius,MUS,2012,4.22
Mauritius,MUS,2013,4.62
Mauritius,MUS,2014,5.38
Mexico,MEX,2000,4.45
Mexico,MEX,2001,4.82
Mexico,MEX,2002,5.07
Mexico,MEX,2003,5.81
Mexico,MEX,2004,5.95
Mexico,MEX,2005,5.84
Mexico,MEX,2006,5.66
Mexico,MEX,2007,5.77
Mexico,MEX,2008,5.7
Mexico,MEX,2009,6.13
Mexico,MEX,2010,5.74
Mexico,MEX,2011,5.52
Mexico,MEX,2012,5.67
Mexico,MEX,2013,5.81
Mexico,MEX,2014,5.55
Micronesia (country),FSM,2000,7.77
Micronesia (country),FSM,2001,8.45
Micronesia (country),FSM,2002,7.9
Micronesia (country),FSM,2003,9.57
Micronesia (country),FSM,2004,12.03
Micronesia (country),FSM,2005,17.73
Micronesia (country),FSM,2006,10.74
Micronesia (country),FSM,2007,11.06
Micronesia (country),FSM,2008,11.99
Micronesia (country),FSM,2009,12.55
Micronesia (country),FSM,2010,13.11
Micronesia (country),FSM,2011,13.1
Micronesia (country),FSM,2012,12.28
Micronesia (country),FSM,2013,12.1
Micronesia (country),FSM,2014,11.72
Moldova,MDA,2000,5.93
Moldova,MDA,2001,6.23
Moldova,MDA,2002,7.4
Moldova,MDA,2003,7.02
Moldova,MDA,2004,8.97
Moldova,MDA,2005,9.56
Moldova,MDA,2006,10.54
Moldova,MDA,2007,11.02
Moldova,MDA,2008,10.95
Moldova,MDA,2009,13.68
Moldova,MDA,2010,10.13
Moldova,MDA,2011,9.1
Moldova,MDA,2012,9.14
Moldova,MDA,2013,8.68
Moldova,MDA,2014,8.63
Monaco,MCO,2000,3.7
Monaco,MCO,2001,3.75
Monaco,MCO,2002,3.81
Monaco,MCO,2003,4.43
Monaco,MCO,2004,4.52
Monaco,MCO,2005,4.5
Monaco,MCO,2006,4.3
Monaco,MCO,2007,3.81
Monaco,MCO,2008,4.08
Monaco,MCO,2009,4.84
Monaco,MCO,2010,4.96
Monaco,MCO,2011,4.64
Monaco,MCO,2012,4.76
Monaco,MCO,2013,4.57
Monaco,MCO,2014,4.44
Mongolia,MNG,2000,5.7
Mongolia,MNG,2001,5.05
Mongolia,MNG,2002,5.19
Mongolia,MNG,2003,4.1
Mongolia,MNG,2004,4.16
Mongolia,MNG,2005,3.76
Mongolia,MNG,2006,3.75
Mongolia,MNG,2007,4.08
Mongolia,MNG,2008,4.56
Mongolia,MNG,2009,4.46
Mongolia,MNG,2010,3.74
Mongolia,MNG,2011,3.59
Mongolia,MNG,2012,3.86
Mongolia,MNG,2013,4.09
Mongolia,MNG,2014,4.21
Montenegro,MNE,2011,7.97
Montenegro,MNE,2012,8.3
Montenegro,MNE,2013,8.47
Montenegro,MNE,2014,8
Morocco,MAR,2000,3.69
Morocco,MAR,2001,3.82
Morocco,MAR,2002,4.06
Morocco,MAR,2003,4.08
Morocco,MAR,2004,4.23
Morocco,MAR,2005,4.37
Morocco,MAR,2006,4.57
Morocco,MAR,2007,4.81
Morocco,MAR,2008,4.84
Morocco,MAR,2009,5.27
Morocco,MAR,2010,5.42
Morocco,MAR,2011,5.37
Morocco,MAR,2012,5.4
Morocco,MAR,2013,5.26
Morocco,MAR,2014,5.42
Mozambique,MOZ,2000,2.19
Mozambique,MOZ,2001,2.88
Mozambique,MOZ,2002,3.28
Mozambique,MOZ,2003,3.4
Mozambique,MOZ,2004,3.67
Mozambique,MOZ,2005,4.38
Mozambique,MOZ,2006,4.09
Mozambique,MOZ,2007,3.93
Mozambique,MOZ,2008,4.22
Mozambique,MOZ,2009,5.2
Mozambique,MOZ,2010,5.44
Mozambique,MOZ,2011,5
Mozambique,MOZ,2012,5.25
Mozambique,MOZ,2013,6.13
Mozambique,MOZ,2014,6.33
Myanmar,MMR,2000,2
Myanmar,MMR,2001,2.15
Myanmar,MMR,2002,2.58
Myanmar,MMR,2003,2.38
Myanmar,MMR,2004,2.32
Myanmar,MMR,2005,2.33
Myanmar,MMR,2006,2.25
Myanmar,MMR,2007,2.02
Myanmar,MMR,2008,2.11
Myanmar,MMR,2009,2.16
Myanmar,MMR,2010,1.96
Myanmar,MMR,2011,1.93
Myanmar,MMR,2012,2.41
Myanmar,MMR,2013,3.2
Myanmar,MMR,2014,4.39
Namibia,NAM,2000,9.24
Namibia,NAM,2001,9.64
Namibia,NAM,2002,9.68
Namibia,NAM,2003,9.91
Namibia,NAM,2004,10.13
Namibia,NAM,2005,10.08
Namibia,NAM,2006,10.57
Namibia,NAM,2007,10.72
Namibia,NAM,2008,9.92
Namibia,NAM,2009,9.05
Namibia,NAM,2010,9.73
Namibia,NAM,2011,9.83
Namibia,NAM,2012,9.27
Namibia,NAM,2013,9.06
Namibia,NAM,2014,8.41
Nauru,NRU,2000,18.97
Nauru,NRU,2001,16.22
Nauru,NRU,2002,13.81
Nauru,NRU,2003,9.97
Nauru,NRU,2004,6.88
Nauru,NRU,2005,10.82
Nauru,NRU,2006,12.42
Nauru,NRU,2007,24.23
Nauru,NRU,2008,23
Nauru,NRU,2009,12.32
Nauru,NRU,2010,12.7
Nauru,NRU,2011,9.96
Nauru,NRU,2012,8.84
Nauru,NRU,2013,9.85
Nauru,NRU,2014,8.39
Nepal,NPL,2000,3.13
Nepal,NPL,2001,3.81
Nepal,NPL,2002,3.94
Nepal,NPL,2003,3.86
Nepal,NPL,2004,4.05
Nepal,NPL,2005,3.95
Nepal,NPL,2006,3.54
Nepal,NPL,2007,3.67
Nepal,NPL,2008,3.82
Nepal,NPL,2009,3.9
Nepal,NPL,2010,4.36
Nepal,NPL,2011,4.45
Nepal,NPL,2012,4.49
Nepal,NPL,2013,4.63
Nepal,NPL,2014,5.08
Netherlands,NLD,2000,7.71
Netherlands,NLD,2001,8.06
Netherlands,NLD,2002,8.65
Netherlands,NLD,2003,9.06
Netherlands,NLD,2004,9.11
Netherlands,NLD,2005,9.1
Netherlands,NLD,2006,9.08
Netherlands,NLD,2007,9.05
Netherlands,NLD,2008,9.28
Netherlands,NLD,2009,9.99
Netherlands,NLD,2010,10.16
Netherlands,NLD,2011,10.23
Netherlands,NLD,2012,10.54
Netherlands,NLD,2013,10.58
Netherlands,NLD,2014,10.57
New Zealand,NZL,2000,7.47
New Zealand,NZL,2001,7.58
New Zealand,NZL,2002,7.9
New Zealand,NZL,2003,7.72
New Zealand,NZL,2004,7.9
New Zealand,NZL,2005,8.27
New Zealand,NZL,2006,8.64
New Zealand,NZL,2007,8.33
New Zealand,NZL,2008,9.12
New Zealand,NZL,2009,9.62
New Zealand,NZL,2010,9.59
New Zealand,NZL,2011,9.52
New Zealand,NZL,2012,9.65
New Zealand,NZL,2013,9.36
New Zealand,NZL,2014,9.4
Nicaragua,NIC,2000,5.24
Nicaragua,NIC,2001,5.48
Nicaragua,NIC,2002,5.73
Nicaragua,NIC,2003,6.08
Nicaragua,NIC,2004,6.06
Nicaragua,NIC,2005,6.22
Nicaragua,NIC,2006,6.36
Nicaragua,NIC,2007,6.96
Nicaragua,NIC,2008,7.17
Nicaragua,NIC,2009,7.69
Nicaragua,NIC,2010,7.71
Nicaragua,NIC,2011,7.45
Nicaragua,NIC,2012,7.49
Nicaragua,NIC,2013,7.64
Nicaragua,NIC,2014,7.98
Niger,NER,2000,4.66
Niger,NER,2001,4.73
Niger,NER,2002,4.83
Niger,NER,2003,4.75
Niger,NER,2004,4.98
Niger,NER,2005,5.88
Niger,NER,2006,5.99
Niger,NER,2007,5.43
Niger,NER,2008,5.25
Niger,NER,2009,5.34
Niger,NER,2010,4.96
Niger,NER,2011,4.87
Niger,NER,2012,4.31
Niger,NER,2013,4.47
Niger,NER,2014,4.45
Nigeria,NGA,2000,3.2
Nigeria,NGA,2001,3.19
Nigeria,NGA,2002,2.49
Nigeria,NGA,2003,5.05
Nigeria,NGA,2004,4.63
Nigeria,NGA,2005,4.47
Nigeria,NGA,2006,4.26
Nigeria,NGA,2007,3.91
Nigeria,NGA,2008,3.7
Nigeria,NGA,2009,3.58
Nigeria,NGA,2010,3.3
Nigeria,NGA,2011,3.32
Nigeria,NGA,2012,3.36
Nigeria,NGA,2013,3.42
Nigeria,NGA,2014,3.35
Niue,NIU,2000,7.93
Niue,NIU,2001,38.14
Niue,NIU,2002,11.11
Niue,NIU,2003,9.53
Niue,NIU,2004,17.34
Niue,NIU,2005,12.3
Niue,NIU,2006,50.18
Niue,NIU,2007,23.61
Niue,NIU,2008,23.26
Niue,NIU,2009,28.82
Niue,NIU,2010,15.54
Niue,NIU,2011,19.83
Niue,NIU,2012,10.31
Niue,NIU,2013,9.71
Niue,NIU,2014,10.83
North Macedonia,MKD,2000,8.87
North Macedonia,MKD,2001,8.38
North Macedonia,MKD,2002,8.98
North Macedonia,MKD,2003,9.01
North Macedonia,MKD,2004,8.47
North Macedonia,MKD,2005,7.68
North Macedonia,MKD,2006,7.38
North Macedonia,MKD,2007,6.57
North Macedonia,MKD,2008,6.55
North Macedonia,MKD,2009,6.53
North Macedonia,MKD,2010,6.71
North Macedonia,MKD,2011,6.52
North Macedonia,MKD,2012,6.61
North Macedonia,MKD,2013,6.72
North Macedonia,MKD,2014,6.29
Norway,NOR,2000,7.7
Norway,NOR,2001,8.01
Norway,NOR,2002,8.98
Norway,NOR,2003,9.19
Norway,NOR,2004,8.8
Norway,NOR,2005,8.3
Norway,NOR,2006,7.88
Norway,NOR,2007,8.02
Norway,NOR,2008,7.92
Norway,NOR,2009,9.03
Norway,NOR,2010,8.86
Norway,NOR,2011,8.73
Norway,NOR,2012,8.72
Norway,NOR,2013,8.87
Norway,NOR,2014,9.28
Oman,OMN,2000,2.68
Oman,OMN,2001,2.7
Oman,OMN,2002,2.78
Oman,OMN,2003,2.78
Oman,OMN,2004,2.6
Oman,OMN,2005,2.26
Oman,OMN,2006,2.02
Oman,OMN,2007,2.11
Oman,OMN,2008,1.76
Oman,OMN,2009,2.47
Oman,OMN,2010,2.48
Oman,OMN,2011,2.24
Oman,OMN,2012,2.28
Oman,OMN,2013,2.51
Oman,OMN,2014,3.14
Pakistan,PAK,2000,2.71
Pakistan,PAK,2001,2.55
Pakistan,PAK,2002,2.66
Pakistan,PAK,2003,2.3
Pakistan,PAK,2004,2.22
Pakistan,PAK,2005,2.55
Pakistan,PAK,2006,2.86
Pakistan,PAK,2007,2.82
Pakistan,PAK,2008,2.71
Pakistan,PAK,2009,2.47
Pakistan,PAK,2010,2.4
Pakistan,PAK,2011,2.14
Pakistan,PAK,2012,2.2
Pakistan,PAK,2013,2.4
Pakistan,PAK,2014,2.46
Palau,PLW,2000,8.7
Palau,PLW,2001,7.8
Palau,PLW,2002,8.02
Palau,PLW,2003,8.96
Palau,PLW,2004,9.92
Palau,PLW,2005,9.29
Palau,PLW,2006,9.56
Palau,PLW,2007,9.81
Palau,PLW,2008,9.4
Palau,PLW,2009,10.31
Palau,PLW,2010,11.62
Palau,PLW,2011,10.86
Palau,PLW,2012,11.5
Palau,PLW,2013,11.98
Palau,PLW,2014,12.12
Panama,PAN,2000,7.24
Panama,PAN,2001,7.17
Panama,PAN,2002,7.31
Panama,PAN,2003,6.96
Panama,PAN,2004,7.34
Panama,PAN,2005,6.43
Panama,PAN,2006,6.78
Panama,PAN,2007,7.62
Panama,PAN,2008,7.05
Panama,PAN,2009,7.24
Panama,PAN,2010,7.49
Panama,PAN,2011,7.08
Panama,PAN,2012,6.74
Panama,PAN,2013,6.76
Panama,PAN,2014,7.17
Papua New Guinea,PNG,2000,2.02
Papua New Guinea,PNG,2001,2.3
Papua New Guinea,PNG,2002,2.78
Papua New Guinea,PNG,2003,2.45
Papua New Guinea,PNG,2004,2.59
Papua New Guinea,PNG,2005,2.45
Papua New Guinea,PNG,2006,2.43
Papua New Guinea,PNG,2007,2.42
Papua New Guinea,PNG,2008,2.14
Papua New Guinea,PNG,2009,2.33
Papua New Guinea,PNG,2010,2.11
Papua New Guinea,PNG,2011,2.29
Papua New Guinea,PNG,2012,2.67
Papua New Guinea,PNG,2013,3
Papua New Guinea,PNG,2014,3.27
Paraguay,PRY,2000,6.02
Paraguay,PRY,2001,5.61
Paraguay,PRY,2002,4.76
Paraguay,PRY,2003,4.91
Paraguay,PRY,2004,4.93
Paraguay,PRY,2005,4.83
Paraguay,PRY,2006,5.02
Paraguay,PRY,2007,5.02
Paraguay,PRY,2008,5.04
Paraguay,PRY,2009,5.52
Paraguay,PRY,2010,5.47
Paraguay,PRY,2011,5.82
Paraguay,PRY,2012,6.53
Paraguay,PRY,2013,6.06
Paraguay,PRY,2014,6.63
Peru,PER,2000,4.41
Peru,PER,2001,4.72
Peru,PER,2002,4.94
Peru,PER,2003,4.59
Peru,PER,2004,4.43
Peru,PER,2005,4.67
Peru,PER,2006,4.41
Peru,PER,2007,4.43
Peru,PER,2008,4.53
Peru,PER,2009,4.97
Peru,PER,2010,4.72
Peru,PER,2011,4.54
Peru,PER,2012,4.73
Peru,PER,2013,4.75
Peru,PER,2014,4.96
Philippines,PHL,2000,3.06
Philippines,PHL,2001,2.85
Philippines,PHL,2002,2.64
Philippines,PHL,2003,3.08
Philippines,PHL,2004,3.05
Philippines,PHL,2005,3.74
Philippines,PHL,2006,3.78
Philippines,PHL,2007,3.75
Philippines,PHL,2008,3.86
Philippines,PHL,2009,4.16
Philippines,PHL,2010,4.13
Philippines,PHL,2011,4.03
Philippines,PHL,2012,4.18
Philippines,PHL,2013,4.27
Philippines,PHL,2014,3.7
Poland,POL,2000,5.29
Poland,POL,2001,5.67
Poland,POL,2002,6.07
Poland,POL,2003,5.95
Poland,POL,2004,5.87
Poland,POL,2005,5.81
Poland,POL,2006,5.8
Poland,POL,2007,5.87
Poland,POL,2008,6.38
Poland,POL,2009,6.59
Poland,POL,2010,6.47
Poland,POL,2011,6.29
Poland,POL,2012,6.27
Poland,POL,2013,6.48
Poland,POL,2014,6.43
Portugal,PRT,2000,8.6
Portugal,PRT,2001,8.63
Portugal,PRT,2002,8.79
Portugal,PRT,2003,9.12
Portugal,PRT,2004,9.53
Portugal,PRT,2005,9.65
Portugal,PRT,2006,9.35
Portugal,PRT,2007,9.25
Portugal,PRT,2008,9.58
Portugal,PRT,2009,10.13
Portugal,PRT,2010,10.03
Portugal,PRT,2011,9.73
Portugal,PRT,2012,9.65
Portugal,PRT,2013,9.4
Portugal,PRT,2014,9.34
Qatar,QAT,2000,1.97
Qatar,QAT,2001,2.32
Qatar,QAT,2002,2.46
Qatar,QAT,2003,3.5
Qatar,QAT,2004,3.18
Qatar,QAT,2005,2.56
Qatar,QAT,2006,2.29
Qatar,QAT,2007,2.07
Qatar,QAT,2008,1.64
Qatar,QAT,2009,2.38
Qatar,QAT,2010,1.87
Qatar,QAT,2011,1.6
Qatar,QAT,2012,1.75
Qatar,QAT,2013,2.08
Qatar,QAT,2014,2.42
Romania,ROU,2000,4.21
Romania,ROU,2001,4.38
Romania,ROU,2002,4.58
Romania,ROU,2003,5.37
Romania,ROU,2004,5.48
Romania,ROU,2005,5.53
Romania,ROU,2006,5.07
Romania,ROU,2007,5.02
Romania,ROU,2008,5.02
Romania,ROU,2009,5.28
Romania,ROU,2010,5.64
Romania,ROU,2011,4.48
Romania,ROU,2012,4.51
Romania,ROU,2013,5.22
Romania,ROU,2014,5.03
Russia,RUS,2000,5.02
Russia,RUS,2001,5.24
Russia,RUS,2002,5.52
Russia,RUS,2003,5.16
Russia,RUS,2004,4.76
Russia,RUS,2005,4.77
Russia,RUS,2006,4.77
Russia,RUS,2007,4.75
Russia,RUS,2008,4.9
Russia,RUS,2009,5.64
Russia,RUS,2010,4.97
Russia,RUS,2011,4.79
Russia,RUS,2012,4.94
Russia,RUS,2013,5.08
Russia,RUS,2014,5.18
Rwanda,RWA,2000,3.58
Rwanda,RWA,2001,3.32
Rwanda,RWA,2002,3.13
Rwanda,RWA,2003,6.93
Rwanda,RWA,2004,7.51
Rwanda,RWA,2005,7.73
Rwanda,RWA,2006,7.61
Rwanda,RWA,2007,7.86
Rwanda,RWA,2008,7.57
Rwanda,RWA,2009,7.81
Rwanda,RWA,2010,8.09
Rwanda,RWA,2011,7.94
Rwanda,RWA,2012,8.11
Rwanda,RWA,2013,6.78
Rwanda,RWA,2014,6.99
Saint Kitts and Nevis,KNA,2000,4.8
Saint Kitts and Nevis,KNA,2001,4.4
Saint Kitts and Nevis,KNA,2002,4.45
Saint Kitts and Nevis,KNA,2003,4.75
Saint Kitts and Nevis,KNA,2004,4.49
Saint Kitts and Nevis,KNA,2005,4.73
Saint Kitts and Nevis,KNA,2006,4.98
Saint Kitts and Nevis,KNA,2007,4.8
Saint Kitts and Nevis,KNA,2008,5.31
Saint Kitts and Nevis,KNA,2009,5.29
Saint Kitts and Nevis,KNA,2010,5.21
Saint Kitts and Nevis,KNA,2011,5.16
Saint Kitts and Nevis,KNA,2012,5.01
Saint Kitts and Nevis,KNA,2013,5.04
Saint Kitts and Nevis,KNA,2014,4.75
Saint Lucia,LCA,2000,4.87
Saint Lucia,LCA,2001,5.12
Saint Lucia,LCA,2002,5.39
Saint Lucia,LCA,2003,5.24
Saint Lucia,LCA,2004,4.77
Saint Lucia,LCA,2005,4.86
Saint Lucia,LCA,2006,5.13
Saint Lucia,LCA,2007,5.54
Saint Lucia,LCA,2008,5.09
Saint Lucia,LCA,2009,5.24
Saint Lucia,LCA,2010,5.05
Saint Lucia,LCA,2011,5.08
Saint Lucia,LCA,2012,4.92
Saint Lucia,LCA,2013,5.05
Saint Lucia,LCA,2014,4.62
Saint Vincent and the Grenadines,VCT,2000,3.98
Saint Vincent and the Grenadines,VCT,2001,4
Saint Vincent and the Grenadines,VCT,2002,4.08
Saint Vincent and the Grenadines,VCT,2003,3.96
Saint Vincent and the Grenadines,VCT,2004,3.87
Saint Vincent and the Grenadines,VCT,2005,3.83
Saint Vincent and the Grenadines,VCT,2006,3.65
Saint Vincent and the Grenadines,VCT,2007,3.82
Saint Vincent and the Grenadines,VCT,2008,3.88
Saint Vincent and the Grenadines,VCT,2009,4.09
Saint Vincent and the Grenadines,VCT,2010,4.3
Saint Vincent and the Grenadines,VCT,2011,4.23
Saint Vincent and the Grenadines,VCT,2012,4.45
Saint Vincent and the Grenadines,VCT,2013,4.24
Saint Vincent and the Grenadines,VCT,2014,4.18
Samoa,WSM,2000,4.28
Samoa,WSM,2001,3.82
Samoa,WSM,2002,4.49
Samoa,WSM,2003,4.17
Samoa,WSM,2004,4.53
Samoa,WSM,2005,4.63
Samoa,WSM,2006,4.88
Samoa,WSM,2007,4.74
Samoa,WSM,2008,4.53
Samoa,WSM,2009,5.13
Samoa,WSM,2010,5.15
Samoa,WSM,2011,5.38
Samoa,WSM,2012,4.99
Samoa,WSM,2013,6.21
Samoa,WSM,2014,6.25
San Marino,SMR,2000,5.79
San Marino,SMR,2001,5.64
San Marino,SMR,2002,5.39
San Marino,SMR,2003,4.77
San Marino,SMR,2004,4.86
San Marino,SMR,2005,4.89
San Marino,SMR,2006,4.91
San Marino,SMR,2007,5.1
San Marino,SMR,2008,5.41
San Marino,SMR,2009,6.18
San Marino,SMR,2010,6.21
San Marino,SMR,2011,8.07
San Marino,SMR,2012,8.99
San Marino,SMR,2013,8.24
San Marino,SMR,2014,8.3
Sao Tome and Principe,STP,2000,10.52
Sao Tome and Principe,STP,2001,10.84
Sao Tome and Principe,STP,2002,10.7
Sao Tome and Principe,STP,2003,12.66
Sao Tome and Principe,STP,2004,11.92
Sao Tome and Principe,STP,2005,11.55
Sao Tome and Principe,STP,2006,8.3
Sao Tome and Principe,STP,2007,8.2
Sao Tome and Principe,STP,2008,7.17
Sao Tome and Principe,STP,2009,7.24
Sao Tome and Principe,STP,2010,6.86
Sao Tome and Principe,STP,2011,6.76
Sao Tome and Principe,STP,2012,6.48
Sao Tome and Principe,STP,2013,7.94
Sao Tome and Principe,STP,2014,6.73
Saudi Arabia,SAU,2000,4.21
Saudi Arabia,SAU,2001,4.46
Saudi Arabia,SAU,2002,4.25
Saudi Arabia,SAU,2003,3.98
Saudi Arabia,SAU,2004,3.58
Saudi Arabia,SAU,2005,3.42
Saudi Arabia,SAU,2006,3.62
Saudi Arabia,SAU,2007,3.56
Saudi Arabia,SAU,2008,2.97
Saudi Arabia,SAU,2009,4.29
Saudi Arabia,SAU,2010,3.65
Saudi Arabia,SAU,2011,3.68
Saudi Arabia,SAU,2012,3.99
Saudi Arabia,SAU,2013,4.42
Saudi Arabia,SAU,2014,5.16
Senegal,SEN,2000,3.55
Senegal,SEN,2001,3.68
Senegal,SEN,2002,3.95
Senegal,SEN,2003,4.3
Senegal,SEN,2004,4.57
Senegal,SEN,2005,3.67
Senegal,SEN,2006,3.76
Senegal,SEN,2007,3.41
Senegal,SEN,2008,3.51
Senegal,SEN,2009,3.84
Senegal,SEN,2010,4.03
Senegal,SEN,2011,4.21
Senegal,SEN,2012,4.27
Senegal,SEN,2013,4.39
Senegal,SEN,2014,4.39
Serbia,SRB,2000,6.18
Serbia,SRB,2001,6.5
Serbia,SRB,2002,7.59
Serbia,SRB,2003,7.67
Serbia,SRB,2004,7.84
Serbia,SRB,2005,8.28
Serbia,SRB,2006,8.49
Serbia,SRB,2007,9.38
Serbia,SRB,2008,9.48
Serbia,SRB,2009,9.35
Serbia,SRB,2010,9.53
Serbia,SRB,2011,9.11
Serbia,SRB,2012,9.33
Serbia,SRB,2013,9.31
Serbia,SRB,2014,9.25
Seychelles,SYC,2000,4.61
Seychelles,SYC,2001,5.02
Seychelles,SYC,2002,4.35
Seychelles,SYC,2003,5.09
Seychelles,SYC,2004,4.9
Seychelles,SYC,2005,4.67
Seychelles,SYC,2006,4.4
Seychelles,SYC,2007,3.85
Seychelles,SYC,2008,3.62
Seychelles,SYC,2009,3.54
Seychelles,SYC,2010,4.5
Seychelles,SYC,2011,4.46
Seychelles,SYC,2012,5.4
Seychelles,SYC,2013,4.25
Seychelles,SYC,2014,4.59
Sierra Leone,SLE,2000,8.49
Sierra Leone,SLE,2001,8.37
Sierra Leone,SLE,2002,9.4
Sierra Leone,SLE,2003,8.45
Sierra Leone,SLE,2004,8.67
Sierra Leone,SLE,2005,9.04
Sierra Leone,SLE,2006,9.02
Sierra Leone,SLE,2007,8.52
Sierra Leone,SLE,2008,8.81
Sierra Leone,SLE,2009,9.68
Sierra Leone,SLE,2010,9.13
Sierra Leone,SLE,2011,10.77
Sierra Leone,SLE,2012,8.94
Sierra Leone,SLE,2013,11.59
Sierra Leone,SLE,2014,19.69
Singapore,SGP,2000,3.34
Singapore,SGP,2001,3.16
Singapore,SGP,2002,3.36
Singapore,SGP,2003,3.61
Singapore,SGP,2004,3.15
Singapore,SGP,2005,3.03
Singapore,SGP,2006,2.93
Singapore,SGP,2007,2.84
Singapore,SGP,2008,3.19
Singapore,SGP,2009,3.4
Singapore,SGP,2010,3.2
Singapore,SGP,2011,3.16
Singapore,SGP,2012,3.33
Singapore,SGP,2013,3.69
Singapore,SGP,2014,3.87
Slovakia,SVK,2000,5.3
Slovakia,SVK,2001,5.33
Slovakia,SVK,2002,5.51
Slovakia,SVK,2003,5.45
Slovakia,SVK,2004,6.37
Slovakia,SVK,2005,6.59
Slovakia,SVK,2006,6.85
Slovakia,SVK,2007,7.18
Slovakia,SVK,2008,6.96
Slovakia,SVK,2009,7.95
Slovakia,SVK,2010,7.67
Slovakia,SVK,2011,7.3
Slovakia,SVK,2012,7.54
Slovakia,SVK,2013,7.5
Slovakia,SVK,2014,6.88
Slovenia,SVN,2000,7.8
Slovenia,SVN,2001,7.88
Slovenia,SVN,2002,8.02
Slovenia,SVN,2003,8.1
Slovenia,SVN,2004,7.94
Slovenia,SVN,2005,8
Slovenia,SVN,2006,7.82
Slovenia,SVN,2007,7.51
Slovenia,SVN,2008,7.85
Slovenia,SVN,2009,8.54
Slovenia,SVN,2010,8.57
Slovenia,SVN,2011,8.54
Slovenia,SVN,2012,8.72
Slovenia,SVN,2013,8.74
Slovenia,SVN,2014,8.5
Solomon Islands,SLB,2000,4.83
Solomon Islands,SLB,2001,6.61
Solomon Islands,SLB,2002,10.1
Solomon Islands,SLB,2003,7.08
Solomon Islands,SLB,2004,7.72
Solomon Islands,SLB,2005,9.02
Solomon Islands,SLB,2006,8.01
Solomon Islands,SLB,2007,7.18
Solomon Islands,SLB,2008,5.51
Solomon Islands,SLB,2009,6.61
Solomon Islands,SLB,2010,4.66
Solomon Islands,SLB,2011,5.02
Solomon Islands,SLB,2012,4.87
Solomon Islands,SLB,2013,4.58
Solomon Islands,SLB,2014,4.89
South Africa,ZAF,2000,7.34
South Africa,ZAF,2001,7.12
South Africa,ZAF,2002,6.68
South Africa,ZAF,2003,7.04
South Africa,ZAF,2004,6.94
South Africa,ZAF,2005,6.86
South Africa,ZAF,2006,6.88
South Africa,ZAF,2007,6.91
South Africa,ZAF,2008,7.15
South Africa,ZAF,2009,7.65
South Africa,ZAF,2010,7.79
South Africa,ZAF,2011,7.94
South Africa,ZAF,2012,8
South Africa,ZAF,2013,8.1
South Africa,ZAF,2014,7.87
South Korea,KOR,2000,3.86
South Korea,KOR,2001,4.3
South Korea,KOR,2002,4.01
South Korea,KOR,2003,4.28
South Korea,KOR,2004,4.27
South Korea,KOR,2005,4.55
South Korea,KOR,2006,4.85
South Korea,KOR,2007,4.95
South Korea,KOR,2008,5.25
South Korea,KOR,2009,5.66
South Korea,KOR,2010,5.82
South Korea,KOR,2011,5.91
South Korea,KOR,2012,6.03
South Korea,KOR,2013,6.15
South Korea,KOR,2014,6.4
South-East Asia (WHO),,2000,3.58
South-East Asia (WHO),,2001,3.82
South-East Asia (WHO),,2002,3.94
South-East Asia (WHO),,2003,3.51
South-East Asia (WHO),,2004,3.8
South-East Asia (WHO),,2005,3.99
South-East Asia (WHO),,2006,3.96
South-East Asia (WHO),,2007,3.93
South-East Asia (WHO),,2008,4.32
South-East Asia (WHO),,2009,4.3
South-East Asia (WHO),,2010,4.03
South-East Asia (WHO),,2011,4.03
South-East Asia (WHO),,2012,4.16
South-East Asia (WHO),,2013,4.43
South-East Asia (WHO),,2014,4.46
Spain,ESP,2000,6.8
Spain,ESP,2001,6.77
Spain,ESP,2002,6.8
Spain,ESP,2003,7.56
Spain,ESP,2004,7.66
Spain,ESP,2005,7.73
Spain,ESP,2006,7.83
Spain,ESP,2007,7.92
Spain,ESP,2008,8.38
Spain,ESP,2009,9.11
Spain,ESP,2010,9.12
Spain,ESP,2011,9.17
Spain,ESP,2012,9.15
Spain,ESP,2013,9.06
Spain,ESP,2014,9.08
Sri Lanka,LKA,2000,4.11
Sri Lanka,LKA,2001,4.06
Sri Lanka,LKA,2002,4.04
Sri Lanka,LKA,2003,3.65
Sri Lanka,LKA,2004,4.04
Sri Lanka,LKA,2005,3.88
Sri Lanka,LKA,2006,3.85
Sri Lanka,LKA,2007,3.82
Sri Lanka,LKA,2008,3.85
Sri Lanka,LKA,2009,4.06
Sri Lanka,LKA,2010,3.74
Sri Lanka,LKA,2011,3.58
Sri Lanka,LKA,2012,3.31
Sri Lanka,LKA,2013,3.69
Sri Lanka,LKA,2014,3.47
Sudan,SDN,2000,3.61
