Entity,Code,Year,Under fifteen mortality - Number of deaths 
Micronesia (country),FSM,1999,165
Micronesia (country),FSM,2000,160
Micronesia (country),FSM,2001,152
Micronesia (country),FSM,2002,177
Micronesia (country),FSM,2003,141
Micronesia (country),FSM,2004,136
Micronesia (country),FSM,2005,132
Micronesia (country),FSM,2006,128
Micronesia (country),FSM,2007,123
Micronesia (country),FSM,2008,119
Micronesia (country),FSM,2009,114
Micronesia (country),FSM,2010,109
Micronesia (country),FSM,2011,104
Micronesia (country),FSM,2012,100
Micronesia (country),FSM,2013,96
Micronesia (country),FSM,2014,93
Middle East and North Africa (UNICEF),,1990,635475
Middle East and North Africa (UNICEF),,1991,600595
Middle East and North Africa (UNICEF),,1992,577699
Middle East and North Africa (UNICEF),,1993,553024
Middle East and North Africa (UNICEF),,1994,525350
Middle East and North Africa (UNICEF),,1995,497004
Middle East and North Africa (UNICEF),,1996,469308
Middle East and North Africa (UNICEF),,1997,444502
Middle East and North Africa (UNICEF),,1998,423561
Middle East and North Africa (UNICEF),,1999,404934
Middle East and North Africa (UNICEF),,2000,387853
Middle East and North Africa (UNICEF),,2001,372256
Middle East and North Africa (UNICEF),,2002,357823
Middle East and North Africa (UNICEF),,2003,350306
Middle East and North Africa (UNICEF),,2004,334229
Middle East and North Africa (UNICEF),,2005,324684
Middle East and North Africa (UNICEF),,2006,316777
Middle East and North Africa (UNICEF),,2007,310055
Middle East and North Africa (UNICEF),,2008,303895
Middle East and North Africa (UNICEF),,2009,299114
Middle East and North Africa (UNICEF),,2010,296617
Middle East and North Africa (UNICEF),,2011,297644
Middle East and North Africa (UNICEF),,2012,311568
Middle East and North Africa (UNICEF),,2013,316840
Middle East and North Africa (UNICEF),,2014,315416
Moldova,MDA,1990,3190
Moldova,MDA,1991,3082
Moldova,MDA,1992,3042
Moldova,MDA,1993,3030
Moldova,MDA,1994,2987
Moldova,MDA,1995,2882
Moldova,MDA,1996,2721
Moldova,MDA,1997,2602
Moldova,MDA,1998,2433
Moldova,MDA,1999,2167
Moldova,MDA,2000,1910
Moldova,MDA,2001,1682
Moldova,MDA,2002,1489
Moldova,MDA,2003,1347
Moldova,MDA,2004,1263
Moldova,MDA,2005,1189
Moldova,MDA,2006,1122
Moldova,MDA,2007,1082
Moldova,MDA,2008,1064
Moldova,MDA,2009,1054
Moldova,MDA,2010,1035
Moldova,MDA,2011,989
Moldova,MDA,2012,940
Moldova,MDA,2013,896
Moldova,MDA,2014,883
Monaco,MCO,1990,3
Monaco,MCO,1991,3
Monaco,MCO,1992,2
Monaco,MCO,1993,2
Monaco,MCO,1994,2
Monaco,MCO,1995,2
Monaco,MCO,1996,2
Monaco,MCO,1997,2
Monaco,MCO,1998,2
Monaco,MCO,1999,2
Monaco,MCO,2000,2
Monaco,MCO,2001,2
Monaco,MCO,2002,2
Monaco,MCO,2003,2
Monaco,MCO,2004,2
Monaco,MCO,2005,2
Monaco,MCO,2006,2
Monaco,MCO,2007,1
Monaco,MCO,2008,1
Monaco,MCO,2009,1
Monaco,MCO,2010,1
Monaco,MCO,2011,1
Monaco,MCO,2012,1
Monaco,MCO,2013,1
Monaco,MCO,2014,1
Mongolia,MNG,1990,8486
Mongolia,MNG,1991,8016
Mongolia,MNG,1992,7426
Mongolia,MNG,1993,6785
Mongolia,MNG,1994,6220
Mongolia,MNG,1995,5733
Mongolia,MNG,1996,5251
Mongolia,MNG,1997,4770
Mongolia,MNG,1998,4332
Mongolia,MNG,1999,3956
Mongolia,MNG,2000,3614
Mongolia,MNG,2001,3276
Mongolia,MNG,2002,2952
Mongolia,MNG,2003,2643
Mongolia,MNG,2004,2382
Mongolia,MNG,2005,2184
Mongolia,MNG,2006,2063
Mongolia,MNG,2007,2006
Mongolia,MNG,2008,1968
Mongolia,MNG,2009,1916
Mongolia,MNG,2010,1825
Mongolia,MNG,2011,1750
Mongolia,MNG,2012,1731
Mongolia,MNG,2013,1732
Mongolia,MNG,2014,1725
Montenegro,MNE,1990,185
Montenegro,MNE,1991,179
Montenegro,MNE,1992,175
Montenegro,MNE,1993,171
Montenegro,MNE,1994,168
Montenegro,MNE,1995,167
Montenegro,MNE,1996,164
Montenegro,MNE,1997,162
Montenegro,MNE,1998,159
Montenegro,MNE,1999,157
Montenegro,MNE,2000,155
Montenegro,MNE,2001,146
Montenegro,MNE,2002,130
Montenegro,MNE,2003,124
Montenegro,MNE,2004,113
Montenegro,MNE,2005,102
Montenegro,MNE,2006,95
Montenegro,MNE,2007,88
Montenegro,MNE,2008,83
Montenegro,MNE,2009,79
Montenegro,MNE,2010,68
Montenegro,MNE,2011,59
Montenegro,MNE,2012,53
Montenegro,MNE,2013,48
Montenegro,MNE,2014,44
Montserrat,MSR,1990,3
Montserrat,MSR,1991,3
Montserrat,MSR,1992,3
Montserrat,MSR,1993,2
Montserrat,MSR,1994,2
Montserrat,MSR,1995,2
Montserrat,MSR,1996,1
Montserrat,MSR,1997,1
Montserrat,MSR,1998,1
Montserrat,MSR,1999,1
Montserrat,MSR,2000,1
Montserrat,MSR,2001,0
Montserrat,MSR,2002,0
Montserrat,MSR,2003,0
Montserrat,MSR,2004,0
Montserrat,MSR,2005,0
Montserrat,MSR,2006,0
Montserrat,MSR,2007,0
Montserrat,MSR,2008,0
Montserrat,MSR,2009,0
Montserrat,MSR,2010,0
Montserrat,MSR,2011,0
Montserrat,MSR,2012,0
Montserrat,MSR,2013,0
Montserrat,MSR,2014,0
Morocco,MAR,1990,64527
Morocco,MAR,1991,61812
Morocco,MAR,1992,59130
Morocco,MAR,1993,55803
Morocco,MAR,1994,52555
Morocco,MAR,1995,49649
Morocco,MAR,1996,47037
Morocco,MAR,1997,44689
Morocco,MAR,1998,42443
Morocco,MAR,1999,40058
Morocco,MAR,2000,37879
Morocco,MAR,2001,35981
Morocco,MAR,2002,34243
Morocco,MAR,2003,32665
Morocco,MAR,2004,31130
Morocco,MAR,2005,29659
Morocco,MAR,2006,28275
Morocco,MAR,2007,26960
Morocco,MAR,2008,25677
Morocco,MAR,2009,24594
Morocco,MAR,2010,23592
Morocco,MAR,2011,22634
Morocco,MAR,2012,21665
Morocco,MAR,2013,20638
Morocco,MAR,2014,19540
Mozambique,MOZ,1990,171274
Mozambique,MOZ,1991,169261
Mozambique,MOZ,1992,167325
Mozambique,MOZ,1993,165000
Mozambique,MOZ,1994,163404
Mozambique,MOZ,1995,163168
Mozambique,MOZ,1996,161511
Mozambique,MOZ,1997,158319
Mozambique,MOZ,1998,154110
Mozambique,MOZ,1999,149160
Mozambique,MOZ,2000,144106
Mozambique,MOZ,2001,139063
Mozambique,MOZ,2002,134566
Mozambique,MOZ,2003,130658
Mozambique,MOZ,2004,126882
Mozambique,MOZ,2005,123241
Mozambique,MOZ,2006,119808
Mozambique,MOZ,2007,115057
Mozambique,MOZ,2008,112109
Mozambique,MOZ,2009,109687
Mozambique,MOZ,2010,109952
Mozambique,MOZ,2011,108142
Mozambique,MOZ,2012,105991
Mozambique,MOZ,2013,103518
Mozambique,MOZ,2014,100756
Myanmar,MMR,1990,154747
Myanmar,MMR,1991,151066
Myanmar,MMR,1992,147166
Myanmar,MMR,1993,143003
Myanmar,MMR,1994,138496
Myanmar,MMR,1995,133750
Myanmar,MMR,1996,129230
Myanmar,MMR,1997,124754
Myanmar,MMR,1998,120383
Myanmar,MMR,1999,116200
Myanmar,MMR,2000,112362
Myanmar,MMR,2001,109135
Myanmar,MMR,2002,106384
Myanmar,MMR,2003,102685
Myanmar,MMR,2004,98002
Myanmar,MMR,2005,93201
Myanmar,MMR,2006,88517
Myanmar,MMR,2007,84042
Myanmar,MMR,2008,141476
Myanmar,MMR,2009,74559
Myanmar,MMR,2010,70345
Myanmar,MMR,2011,66232
Myanmar,MMR,2012,62375
Myanmar,MMR,2013,59025
Myanmar,MMR,2014,56211
Namibia,NAM,1990,4137
Namibia,NAM,1991,4283
Namibia,NAM,1992,4338
Namibia,NAM,1993,4398
Namibia,NAM,1994,4486
Namibia,NAM,1995,4584
Namibia,NAM,1996,4683
Namibia,NAM,1997,4803
Namibia,NAM,1998,4928
Namibia,NAM,1999,5010
Namibia,NAM,2000,5018
Namibia,NAM,2001,4970
Namibia,NAM,2002,4909
Namibia,NAM,2003,4866
Namibia,NAM,2004,4858
Namibia,NAM,2005,4674
Namibia,NAM,2006,4410
Namibia,NAM,2007,4208
Namibia,NAM,2008,3956
Namibia,NAM,2009,3840
Namibia,NAM,2010,3749
Namibia,NAM,2011,3819
Namibia,NAM,2012,3984
Namibia,NAM,2013,3903
Namibia,NAM,2014,3783
Nauru,NRU,1990,23
Nauru,NRU,1991,22
Nauru,NRU,1992,22
Nauru,NRU,1993,21
Nauru,NRU,1994,20
Nauru,NRU,1995,19
Nauru,NRU,1996,18
Nauru,NRU,1997,18
Nauru,NRU,1998,16
Nauru,NRU,1999,15
Nauru,NRU,2000,15
Nauru,NRU,2001,14
Nauru,NRU,2002,14
Nauru,NRU,2003,14
Nauru,NRU,2004,13
Nauru,NRU,2005,13
Nauru,NRU,2006,14
Nauru,NRU,2007,14
Nauru,NRU,2008,14
Nauru,NRU,2009,15
Nauru,NRU,2010,15
Nauru,NRU,2011,15
Nauru,NRU,2012,15
Nauru,NRU,2013,15
Nauru,NRU,2014,14
Nepal,NPL,1990,113748
Nepal,NPL,1991,109709
Nepal,NPL,1992,105570
Nepal,NPL,1993,102083
Nepal,NPL,1994,98325
Nepal,NPL,1995,93868
Nepal,NPL,1996,88941
Nepal,NPL,1997,83531
Nepal,NPL,1998,78330
Nepal,NPL,1999,73406
Nepal,NPL,2000,68651
Nepal,NPL,2001,63974
Nepal,NPL,2002,59376
Nepal,NPL,2003,55353
Nepal,NPL,2004,51700
Nepal,NPL,2005,48019
Nepal,NPL,2006,44414
Nepal,NPL,2007,41178
Nepal,NPL,2008,38297
Nepal,NPL,2009,35714
Nepal,NPL,2010,33410
Nepal,NPL,2011,31433
Nepal,NPL,2012,29732
Nepal,NPL,2013,28162
Nepal,NPL,2014,26688
Netherlands,NLD,1990,1918
Netherlands,NLD,1991,1886
Netherlands,NLD,1992,1824
Netherlands,NLD,1993,1754
Netherlands,NLD,1994,1691
Netherlands,NLD,1995,1628
Netherlands,NLD,1996,1572
Netherlands,NLD,1997,1543
Netherlands,NLD,1998,1535
Netherlands,NLD,1999,1527
Netherlands,NLD,2000,1514
Netherlands,NLD,2001,1485
Netherlands,NLD,2002,1434
Netherlands,NLD,2003,1382
Netherlands,NLD,2004,1314
Netherlands,NLD,2005,1238
Netherlands,NLD,2006,1170
Netherlands,NLD,2007,1110
Netherlands,NLD,2008,1066
Netherlands,NLD,2009,1033
Netherlands,NLD,2010,999
Netherlands,NLD,2011,963
Netherlands,NLD,2012,928
Netherlands,NLD,2013,895
Netherlands,NLD,2014,878
New Zealand,NZL,1990,782
New Zealand,NZL,1991,751
New Zealand,NZL,1992,714
New Zealand,NZL,1993,682
New Zealand,NZL,1994,648
New Zealand,NZL,1995,620
New Zealand,NZL,1996,599
New Zealand,NZL,1997,578
New Zealand,NZL,1998,556
New Zealand,NZL,1999,538
New Zealand,NZL,2000,527
New Zealand,NZL,2001,510
New Zealand,NZL,2002,488
New Zealand,NZL,2003,477
New Zealand,NZL,2004,475
New Zealand,NZL,2005,470
New Zealand,NZL,2006,465
New Zealand,NZL,2007,475
New Zealand,NZL,2008,482
New Zealand,NZL,2009,474
New Zealand,NZL,2010,466
New Zealand,NZL,2011,471
New Zealand,NZL,2012,440
New Zealand,NZL,2013,421
New Zealand,NZL,2014,398
Nicaragua,NIC,1990,11127
Nicaragua,NIC,1991,10664
Nicaragua,NIC,1992,10173
Nicaragua,NIC,1993,9668
Nicaragua,NIC,1994,9152
Nicaragua,NIC,1995,8638
Nicaragua,NIC,1996,8141
Nicaragua,NIC,1997,7650
Nicaragua,NIC,1998,9300
Nicaragua,NIC,1999,6746
Nicaragua,NIC,2000,6360
Nicaragua,NIC,2001,6007
Nicaragua,NIC,2002,5686
Nicaragua,NIC,2003,5399
Nicaragua,NIC,2004,5134
Nicaragua,NIC,2005,4896
Nicaragua,NIC,2006,4686
Nicaragua,NIC,2007,4495
Nicaragua,NIC,2008,4318
Nicaragua,NIC,2009,4152
Nicaragua,NIC,2010,3995
Nicaragua,NIC,2011,3839
Nicaragua,NIC,2012,3681
Nicaragua,NIC,2013,3525
Nicaragua,NIC,2014,3372
Niger,NER,1990,159323
Niger,NER,1991,160008
Niger,NER,1992,159770
Niger,NER,1993,158675
Niger,NER,1994,156699
Niger,NER,1995,154316
Niger,NER,1996,152255
Niger,NER,1997,150778
Niger,NER,1998,149666
Niger,NER,1999,148758
Niger,NER,2000,147548
Niger,NER,2001,145463
Niger,NER,2002,142382
Niger,NER,2003,138793
Niger,NER,2004,134921
Niger,NER,2005,131150
Niger,NER,2006,127824
Niger,NER,2007,125184
Niger,NER,2008,123221
Niger,NER,2009,121949
Niger,NER,2010,121442
Niger,NER,2011,121658
Niger,NER,2012,122439
Niger,NER,2013,123832
Niger,NER,2014,125918
Nigeria,NGA,1990,937588
Nigeria,NGA,1991,953735
Nigeria,NGA,1992,970852
Nigeria,NGA,1993,988931
Nigeria,NGA,1994,1005607
Nigeria,NGA,1995,1019521
Nigeria,NGA,1996,1028165
Nigeria,NGA,1997,1029730
Nigeria,NGA,1998,1026632
Nigeria,NGA,1999,1024590
Nigeria,NGA,2000,1024684
Nigeria,NGA,2001,1022610
Nigeria,NGA,2002,1019043
Nigeria,NGA,2003,1013652
Nigeria,NGA,2004,1006720
Nigeria,NGA,2005,999657
Nigeria,NGA,2006,994080
Nigeria,NGA,2007,989434
Nigeria,NGA,2008,988546
Nigeria,NGA,2009,989690
Nigeria,NGA,2010,992255
Nigeria,NGA,2011,997354
Nigeria,NGA,2012,1001861
Nigeria,NGA,2013,1005296
Nigeria,NGA,2014,1008340
Niue,NIU,1990,2
Niue,NIU,1991,2
Niue,NIU,1992,2
Niue,NIU,1993,2
Niue,NIU,1994,1
Niue,NIU,1995,1
Niue,NIU,1996,1
Niue,NIU,1997,1
Niue,NIU,1998,1
Niue,NIU,1999,1
Niue,NIU,2000,1
Niue,NIU,2001,1
Niue,NIU,2002,1
Niue,NIU,2003,1
Niue,NIU,2004,1
Niue,NIU,2005,1
Niue,NIU,2006,1
Niue,NIU,2007,1
Niue,NIU,2008,1
Niue,NIU,2009,1
Niue,NIU,2010,1
Niue,NIU,2011,1
Niue,NIU,2012,1
Niue,NIU,2013,1
Niue,NIU,2014,1
North America,,1990,57955
North America,,1991,56814
North America,,1992,54880
North America,,1993,52877
North America,,1994,50886
North America,,1995,48987
North America,,1996,47342
North America,,1997,46009
North America,,1998,45083
North America,,1999,44454
North America,,2000,44075
North America,,2001,43594
North America,,2002,42918
North America,,2003,42592
North America,,2004,42332
North America,,2005,41944
North America,,2006,41819
North America,,2007,41691
North America,,2008,40961
North America,,2009,39680
North America,,2010,38226
North America,,2011,37014
North America,,2012,36241
North America,,2013,35671
North America,,2014,35325
North Korea,PRK,1990,20977
North Korea,PRK,1991,24021
North Korea,PRK,1992,27567
North Korea,PRK,1993,31250
North Korea,PRK,1994,34907
North Korea,PRK,1995,37821
North Korea,PRK,1996,39315
North Korea,PRK,1997,38831
North Korea,PRK,1998,36855
North Korea,PRK,1999,33625
North Korea,PRK,2000,29365
North Korea,PRK,2001,25024
North Korea,PRK,2002,20960
North Korea,PRK,2003,17670
North Korea,PRK,2004,15578
North Korea,PRK,2005,14444
North Korea,PRK,2006,13888
North Korea,PRK,2007,13587
North Korea,PRK,2008,13317
North Korea,PRK,2009,12883
North Korea,PRK,2010,11881
North Korea,PRK,2011,10882
North Korea,PRK,2012,10138
North Korea,PRK,2013,9564
North Korea,PRK,2014,9035
North Macedonia,MKD,1990,1413
North Macedonia,MKD,1991,1293
North Macedonia,MKD,1992,1183
North Macedonia,MKD,1993,1077
North Macedonia,MKD,1994,987
North Macedonia,MKD,1995,852
North Macedonia,MKD,1996,714
North Macedonia,MKD,1997,626
North Macedonia,MKD,1998,576
North Macedonia,MKD,1999,529
North Macedonia,MKD,2000,492
North Macedonia,MKD,2001,464
North Macedonia,MKD,2002,452
North Macedonia,MKD,2003,455
North Macedonia,MKD,2004,424
North Macedonia,MKD,2005,382
North Macedonia,MKD,2006,354
North Macedonia,MKD,2007,335
North Macedonia,MKD,2008,319
North Macedonia,MKD,2009,305
North Macedonia,MKD,2010,293
North Macedonia,MKD,2011,280
North Macedonia,MKD,2012,279
North Macedonia,MKD,2013,291
North Macedonia,MKD,2014,302
Northern Africa (SDG),,1990,447025
Northern Africa (SDG),,1991,430318
Northern Africa (SDG),,1992,415714
Northern Africa (SDG),,1993,399733
Northern Africa (SDG),,1994,382231
Northern Africa (SDG),,1995,364516
Northern Africa (SDG),,1996,347059
Northern Africa (SDG),,1997,330871
Northern Africa (SDG),,1998,316408
Northern Africa (SDG),,1999,303221
Northern Africa (SDG),,2000,291306
Northern Africa (SDG),,2001,281003
Northern Africa (SDG),,2002,271392
Northern Africa (SDG),,2003,263062
Northern Africa (SDG),,2004,254640
Northern Africa (SDG),,2005,247687
Northern Africa (SDG),,2006,242744
Northern Africa (SDG),,2007,239800
Northern Africa (SDG),,2008,238837
Northern Africa (SDG),,2009,235298
Northern Africa (SDG),,2010,234051
Northern Africa (SDG),,2011,233173
Northern Africa (SDG),,2012,229740
Northern Africa (SDG),,2013,227548
Northern Africa (SDG),,2014,225292
Northern America (SDG),,1990,57955
Northern America (SDG),,1991,56814
Northern America (SDG),,1992,54880
Northern America (SDG),,1993,52877
Northern America (SDG),,1994,50886
Northern America (SDG),,1995,48987
Northern America (SDG),,1996,47342
Northern America (SDG),,1997,46009
Northern America (SDG),,1998,45083
Northern America (SDG),,1999,44454
Northern America (SDG),,2000,44075
Northern America (SDG),,2001,43594
Northern America (SDG),,2002,42918
Northern America (SDG),,2003,42592
Northern America (SDG),,2004,42332
Northern America (SDG),,2005,41944
Northern America (SDG),,2006,41819
Northern America (SDG),,2007,41691
Northern America (SDG),,2008,40961
Northern America (SDG),,2009,39680
Northern America (SDG),,2010,38226
Northern America (SDG),,2011,37014
Northern America (SDG),,2012,36241
Northern America (SDG),,2013,35671
Northern America (SDG),,2014,35325
Northern America and Europe (SDG),,1990,240713
Northern America and Europe (SDG),,1991,229797
Northern America and Europe (SDG),,1992,220505
Northern America and Europe (SDG),,1993,208390
Northern America and Europe (SDG),,1994,195641
Northern America and Europe (SDG),,1995,184929
Northern America and Europe (SDG),,1996,174929
Northern America and Europe (SDG),,1997,166477
Northern America and Europe (SDG),,1998,158513
Northern America and Europe (SDG),,1999,150845
Northern America and Europe (SDG),,2000,144506
Northern America and Europe (SDG),,2001,139094
Northern America and Europe (SDG),,2002,133766
Northern America and Europe (SDG),,2003,129367
Northern America and Europe (SDG),,2004,125292
Northern America and Europe (SDG),,2005,120802
Northern America and Europe (SDG),,2006,116883
Northern America and Europe (SDG),,2007,114070
Northern America and Europe (SDG),,2008,111696
Northern America and Europe (SDG),,2009,108800
Northern America and Europe (SDG),,2010,105233
Northern America and Europe (SDG),,2011,101785
Northern America and Europe (SDG),,2012,99203
Northern America and Europe (SDG),,2013,96681
Northern America and Europe (SDG),,2014,94040
Norway,NOR,1990,607
Norway,NOR,1991,569
Norway,NOR,1992,523
Norway,NOR,1993,483
Norway,NOR,1994,451
Norway,NOR,1995,428
Norway,NOR,1996,412
Norway,NOR,1997,397
Norway,NOR,1998,383
Norway,NOR,1999,373
Norway,NOR,2000,365
Norway,NOR,2001,350
Norway,NOR,2002,331
Norway,NOR,2003,320
Norway,NOR,2004,309
Norway,NOR,2005,297
Norway,NOR,2006,287
Norway,NOR,2007,279
Norway,NOR,2008,271
Norway,NOR,2009,263
Norway,NOR,2010,254
Norway,NOR,2011,242
Norway,NOR,2012,233
Norway,NOR,2013,223
Norway,NOR,2014,215
Oceania,,1990,19353
Oceania,,1991,19144
Oceania,,1992,18969
Oceania,,1993,18882
Oceania,,1994,18801
Oceania,,1995,18748
Oceania,,1996,18751
Oceania,,1997,18817
Oceania,,1998,19357
Oceania,,1999,18990
Oceania,,2000,19088
Oceania,,2001,19165
Oceania,,2002,19285
Oceania,,2003,19351
Oceania,,2004,19400
Oceania,,2005,19417
Oceania,,2006,19424
Oceania,,2007,19444
Oceania,,2008,19395
Oceania,,2009,19342
Oceania,,2010,19117
Oceania,,2011,18967
Oceania,,2012,18745
Oceania,,2013,18517
Oceania,,2014,18250
Oceania excluding Australia and New Zealand,,1990,15771
Oceania excluding Australia and New Zealand,,1991,15708
Oceania excluding Australia and New Zealand,,1992,15699
Oceania excluding Australia and New Zealand,,1993,15761
Oceania excluding Australia and New Zealand,,1994,15836
Oceania excluding Australia and New Zealand,,1995,15913
Oceania excluding Australia and New Zealand,,1996,16024
Oceania excluding Australia and New Zealand,,1997,16184
Oceania excluding Australia and New Zealand,,1998,16809
Oceania excluding Australia and New Zealand,,1999,16513
Oceania excluding Australia and New Zealand,,2000,16667
Oceania excluding Australia and New Zealand,,2001,16806
Oceania excluding Australia and New Zealand,,2002,16978
Oceania excluding Australia and New Zealand,,2003,17077
Oceania excluding Australia and New Zealand,,2004,17148
Oceania excluding Australia and New Zealand,,2005,17175
Oceania excluding Australia and New Zealand,,2006,17191
Oceania excluding Australia and New Zealand,,2007,17190
Oceania excluding Australia and New Zealand,,2008,17128
Oceania excluding Australia and New Zealand,,2009,17126
Oceania excluding Australia and New Zealand,,2010,16968
Oceania excluding Australia and New Zealand,,2011,16875
Oceania excluding Australia and New Zealand,,2012,16738
Oceania excluding Australia and New Zealand,,2013,16577
Oceania excluding Australia and New Zealand,,2014,16391
Oman,OMN,1990,2911
Oman,OMN,1991,2643
Oman,OMN,1992,2393
Oman,OMN,1993,2166
Oman,OMN,1994,1964
Oman,OMN,1995,1780
Oman,OMN,1996,1623
Oman,OMN,1997,1490
Oman,OMN,1998,1374
Oman,OMN,1999,1273
Oman,OMN,2000,1174
Oman,OMN,2001,1083
Oman,OMN,2002,1009
Oman,OMN,2003,946
Oman,OMN,2004,897
Oman,OMN,2005,854
Oman,OMN,2006,817
Oman,OMN,2007,814
Oman,OMN,2008,793
Oman,OMN,2009,814
Oman,OMN,2010,847
Oman,OMN,2011,889
Oman,OMN,2012,935
Oman,OMN,2013,990
Oman,OMN,2014,1043
Pakistan,PAK,1990,710650
Pakistan,PAK,1991,713584
Pakistan,PAK,1992,713334
Pakistan,PAK,1993,705191
Pakistan,PAK,1994,695121
Pakistan,PAK,1995,685326
Pakistan,PAK,1996,674006
Pakistan,PAK,1997,662247
Pakistan,PAK,1998,650459
Pakistan,PAK,1999,640135
Pakistan,PAK,2000,629721
Pakistan,PAK,2001,622466
Pakistan,PAK,2002,617750
Pakistan,PAK,2003,609758
Pakistan,PAK,2004,600323
Pakistan,PAK,2005,609824
Pakistan,PAK,2006,584479
Pakistan,PAK,2007,582472
Pakistan,PAK,2008,581763
Pakistan,PAK,2009,579032
Pakistan,PAK,2010,576587
Pakistan,PAK,2011,573152
Pakistan,PAK,2012,566702
Pakistan,PAK,2013,556947
Pakistan,PAK,2014,542268
Palau,PLW,1990,14
Palau,PLW,1991,14
Palau,PLW,1992,14
Palau,PLW,1993,14
Palau,PLW,1994,14
Palau,PLW,1995,13
Palau,PLW,1996,13
Palau,PLW,1997,12
Palau,PLW,1998,11
Palau,PLW,1999,10
Palau,PLW,2000,10
Palau,PLW,2001,10
Palau,PLW,2002,10
Palau,PLW,2003,9
Palau,PLW,2004,9
Palau,PLW,2005,9
Palau,PLW,2006,9
Palau,PLW,2007,9
Palau,PLW,2008,9
Palau,PLW,2009,8
Palau,PLW,2010,8
Palau,PLW,2011,8
Palau,PLW,2012,8
Palau,PLW,2013,6
Palau,PLW,2014,6
Palestine,PSE,1990,4543
Palestine,PSE,1991,4520
Palestine,PSE,1992,4502
Palestine,PSE,1993,4469
Palestine,PSE,1994,4412
Palestine,PSE,1995,4351
Palestine,PSE,1996,4279
Palestine,PSE,1997,4206
Palestine,PSE,1998,4153
Palestine,PSE,1999,4102
Palestine,PSE,2000,4040
Palestine,PSE,2001,3979
Palestine,PSE,2002,3916
Palestine,PSE,2003,3827
Palestine,PSE,2004,3740
Palestine,PSE,2005,3666
Palestine,PSE,2006,3584
Palestine,PSE,2007,3489
Palestine,PSE,2008,3417
Palestine,PSE,2009,3373
Palestine,PSE,2010,3347
Palestine,PSE,2011,3310
Palestine,PSE,2012,3247
Palestine,PSE,2013,3180
Palestine,PSE,2014,3559
Panama,PAN,1990,2339
Panama,PAN,1991,2284
Panama,PAN,1992,2237
Panama,PAN,1993,2209
Panama,PAN,1994,2186
Panama,PAN,1995,2168
Panama,PAN,1996,2154
Panama,PAN,1997,2141
Panama,PAN,1998,2123
Panama,PAN,1999,2105
Panama,PAN,2000,2076
Panama,PAN,2001,2044
Panama,PAN,2002,2009
Panama,PAN,2003,1974
Panama,PAN,2004,1952
Panama,PAN,2005,1924
Panama,PAN,2006,1887
Panama,PAN,2007,1852
Panama,PAN,2008,1825
Panama,PAN,2009,1794
Panama,PAN,2010,1758
Panama,PAN,2011,1733
Panama,PAN,2012,1708
Panama,PAN,2013,1669
Panama,PAN,2014,1630
Papua New Guinea,PNG,1990,13207
Papua New Guinea,PNG,1991,13207
Papua New Guinea,PNG,1992,13262
Papua New Guinea,PNG,1993,13385
Papua New Guinea,PNG,1994,13516
Papua New Guinea,PNG,1995,13644
Papua New Guinea,PNG,1996,13799
Papua New Guinea,PNG,1997,14001
Papua New Guinea,PNG,1998,14669
Papua New Guinea,PNG,1999,14407
Papua New Guinea,PNG,2000,14592
Papua New Guinea,PNG,2001,14758
Papua New Guinea,PNG,2002,14912
Papua New Guinea,PNG,2003,15051
Papua New Guinea,PNG,2004,15122
Papua New Guinea,PNG,2005,15147
Papua New Guinea,PNG,2006,15157
Papua New Guinea,PNG,2007,15130
Papua New Guinea,PNG,2008,15082
Papua New Guinea,PNG,2009,15015
Papua New Guinea,PNG,2010,14938
Papua New Guinea,PNG,2011,14862
Papua New Guinea,PNG,2012,14738
Papua New Guinea,PNG,2013,14595
Papua New Guinea,PNG,2014,14427
Paraguay,PRY,1990,6984
Paraguay,PRY,1991,6831
Paraguay,PRY,1992,6666
Paraguay,PRY,1993,6503
Paraguay,PRY,1994,6344
Paraguay,PRY,1995,6192
Paraguay,PRY,1996,6040
Paraguay,PRY,1997,5892
Paraguay,PRY,1998,5738
Paraguay,PRY,1999,5583
Paraguay,PRY,2000,5424
Paraguay,PRY,2001,5260
Paraguay,PRY,2002,5078
Paraguay,PRY,2003,4900
Paraguay,PRY,2004,4728
Paraguay,PRY,2005,4567
Paraguay,PRY,2006,4420
Paraguay,PRY,2007,4278
Paraguay,PRY,2008,4139
Paraguay,PRY,2009,4003
Paraguay,PRY,2010,3867
Paraguay,PRY,2011,3737
Paraguay,PRY,2012,3623
Paraguay,PRY,2013,3538
Paraguay,PRY,2014,3481
Peru,PER,1990,59722
Peru,PER,1991,56641
Peru,PER,1992,53312
Peru,PER,1993,49819
Peru,PER,1994,46298
Peru,PER,1995,42759
Peru,PER,1996,39322
Peru,PER,1997,36060
Peru,PER,1998,33021
Peru,PER,1999,30258
Peru,PER,2000,27816
Peru,PER,2001,25501
Peru,PER,2002,23449
Peru,PER,2003,21769
Peru,PER,2004,20426
Peru,PER,2005,19321
Peru,PER,2006,18291
Peru,PER,2007,17280
Peru,PER,2008,16283
Peru,PER,2009,15375
Peru,PER,2010,14568
Peru,PER,2011,13832
Peru,PER,2012,13157
Peru,PER,2013,12514
Peru,PER,2014,11952
Philippines,PHL,1990,126102
Philippines,PHL,1991,123151
Philippines,PHL,1992,116872
Philippines,PHL,1993,112323
Philippines,PHL,1994,108182
Philippines,PHL,1995,104951
